id,Short Description,Data Format,group,Ideology,Geography,Clothing,Symbolic clothing,Role of food,Who for?,Incorporation,Nourishment,Type,Production,Brand,Cultural Association,Beverage,Worker Performance,Part of 'the people',Bad Manners,Immediacy,Gastropopulism,Location,Recorder,Interaction,Context,Platform,Distribution,start,Corbyn: 'for the many',Farage: cause/solution,Trump: money where mouth is,AOC: constituency,color,Individual Trend
P60,"lemonade and friendship bracelet, cemetery clean up",Visual,AOC,Left,USA,Business casual,Absent,Peripheral,Others,Absent,Unhealthy,Soft drink,Drink vendor,Community,Endogenous,Non-alcoholic,Absent,Present,Present,Present,Gastropopulism,Actor's represented community,Actor's team,Ordinary citizen(s),Campaign,Instagram,Actor's social media,2018-05-07,NA,NA,NA,Present,#7294D4,Present
P61,"coffee Ilhan Omar, smiling outside",Visual,AOC,Left,USA,Business casual,Absent,Peripheral,Representing 'the people',Implied,Unhealthy,Hot drink,Drink vendor,Community,Assimilated,Non-alcoholic,Absent,Present,Present,Present,Gastropopulism,Actor's workplace,Actor's team,Political actor(s),Political event,Instagram,Actor's social media,2019-01-16,NA,NA,NA,Absent,#E6A0C4,Absent
P115,AOC campaigning 15/11/2017,Visual,AOC,Left,USA,Casual,Working class,Visually central,Representing 'the people',Absent,Unhealthy,Alcohol,Drink vendor,Independent,Endogenous,Alcoholic,Present,Present,Present,Present,Gastropopulism,Actor's workplace,Actor's team,No interaction,Campaign,Instagram,Actor's social media,2017-11-15,NA,NA,NA,Present,#7294D4,Present
V1,AOC Elon twt,Audiovisual,AOC,Left,USA,Business casual,Absent,Visually central,Self,Present,Unhealthy,Savoury,Fast food,Unknown,Endogenous,No drink,Absent,Present,Present,Present,Gastropopulism,Actor's home,Self-recorded,Imagined digital audience,Other,Twitter,Actor's social media,2022-11-03,NA,NA,NA,Home,#C6CDF7,Implied
V20,popcorn and wine,Audiovisual,AOC,Left,USA,Casual,Absent,Visually central,Self representing 'the people',Present,Unhealthy,Alcohol,Convenience food,Unknown,Assimilated,Alcoholic,Absent,Present,Present,Present,Gastropopulism,Actor's home,Self-recorded,Live digital audience,Personal life,Instagram,Actor's social media,2019-04-04,NA,NA,NA,Home,#C6CDF7,Implied
V21,salmon pasta livestream,Audiovisual,AOC,Left,USA,Casual,Own slogan,Visually central,Self representing 'the people',Absent,Moderate,Savoury,Homemade,Personal self,Assimilated,No drink,Absent,Present,Present,Present,Gastropopulism,Actor's home,Self-recorded,Live digital audience,Personal life,Instagram,Actor's social media,2020-12-10,NA,NA,NA,Home,#C6CDF7,Implied
V22,hospitality and grassroots campaign support,Audiovisual,AOC,Left,USA,Casual,Absent,Peripheral,Self representing 'the people',Absent,Unhealthy,Alcohol,Drink vendor,Public self,Endogenous,Alcoholic,Present,Present,Present,Present,Gastropopulism,Actor's home,Self-recorded,Live digital audience,Personal life,Instagram,Actor's social media,2022-06-17,NA,NA,NA,Home,#C6CDF7,Implied
V23,union starbucks,Audiovisual,AOC,Left,USA,Business casual,Absent,Peripheral,Self representing 'the people',Implied,Unhealthy,Hot drink,Drink vendor,Established,Endogenous,Non-alcoholic,Absent,Present,Present,Present,Gastropopulism,Food establishment,Actor's team,Food service employee(s),Other,YouTube,Actor's social media,2022-04-01,NA,NA,NA,Present,#7294D4,Present
V24,street vendor project,Audiovisual,AOC,Left,USA,Business casual,Health,Visually and discursively central,Others,Absent,Moderate,Savoury,Convenience food,Community,Regional Endogenous,No drink,Absent,Present,Absent,Present,Gastropopulism,Community event,Actor's team,Ordinary citizen(s),Pandemic,YouTube,Actor's social media,2021-11-17,NA,NA,NA,Present,#7294D4,Present
V25,"short/edited, chili, ? house move GET ECHOES FROM THIS AND ADD ECHOES CATEGORY",Audiovisual,AOC,Left,USA,Casual,Absent,Visually central,Self representing 'the people',Absent,Moderate,Savoury,Homemade,Personal self,Endogenous,No drink,Absent,Present,Present,Present,Gastropopulism,Actor's home,Self-recorded,No interaction,Personal life,Instagram,Actor's social media,2019-02-24,NA,NA,NA,Home,#C6CDF7,Implied
V34,tamales,Audiovisual,AOC,Left,USA,Casual,Absent,Visually and discursively central,Self representing 'the people',Present,Healthy,Savoury,Fast food,Independent,Assimilated,Non-alcoholic,Absent,Present,Present,Present,Gastropopulism,Food establishment,Business,Corporate actor(s),Campaign,Instagram,Actor's social media,2022-11-04,NA,NA,NA,Present,#7294D4,Present
V35,horrendously long. spicy tortilla chip christmas,Audiovisual,AOC,Left,USA,Casual,,Discursively central,Self,Present,Unhealthy,Savoury,Convenience food,Independent,Endogenous,Non-alcoholic,Absent,Present,Present,Present,Gastropopulism,Actor's home,Self-recorded,Friends/family,Personal life,Instagram,Actor's social media,2021-12-26,NA,NA,NA,Home,#C6CDF7,Implied
V36,crisis - second vid. not mega relevant?,Audiovisual,AOC,Left,USA,Business casual,Health,Peripheral,Others,Absent,Moderate,Savoury,Convenience food,Community,Endogenous,No drink,Absent,Present,Absent,Present,Gastropopulism,Actor's represented community,Actor's team,Ordinary citizen(s),Campaign,Instagram,Actor's social media,2020-06-18,NA,NA,NA,Present,#7294D4,Present
V41,FIND ALTERNATIVE!! AOC makes margaritas,Audiovisual,AOC,Left,USA,Casual,Absent,Visually central,Self representing 'the people',Present,Unhealthy,Alcohol,Homemade,Personal self,Endogenous,Alcoholic,Absent,Present,Present,Present,Gastropopulism,Actor's home,Self-recorded,No interaction,Personal life,Instagram,Actor's social media,2020-04-03,NA,NA,NA,Home,#C6CDF7,Implied
V49,AOC irn bru,Audiovisual,AOC,Left,USA,Business casual,Health,Visually and discursively central,Self representing 'the people',Present,Unhealthy,Soft drink,Convenience food,Established,Exogenous,Non-alcoholic,Absent,Present,Present,Present,Gastropopulism,Political event,Self-recorded,Team member(s),Political event,Instagram,Actor's social media,2021-11-10,NA,NA,NA,Absent,#E6A0C4,Absent
V55,AOC BEC bartend bodega,Audiovisual,AOC,Left,USA,Casual,Absent,Visually and discursively central,Shared,Present,Unhealthy,Variety,Fast food,Independent,Regional Endogenous,No drink,Present,Present,Present,Present,Gastropopulism,Actor's represented community,News organisation,Press actor(s),Campaign,YouTube,Mass media organisation,2020-02-07,NA,NA,NA,Present,#7294D4,Present
